band_or_recapture,band_number,sex,colour,wing_chord,wing_flat,tail,p_9,weight,date,nest_box,age_code,year
B,2401.80329,M,G,124,125,56,97,19.3,2013-06-13,MC09,AHY,2013
B,2401.8032,F,B,115,116,56,94,20.9,2013-06-11,MC09,ASY,2013
B,2401.80316,F,G,116,117,55,94,18.9,2013-06-11,MC10,ASY,2013
R,2401.77173,M,G,120,122,53,96,20,2013-06-13,MC10,AHY,2013
R,2351.37472,F,G,115,117,54,93,20,2013-06-11,MC11,ASY,2013
R,1881.0684,M,G,119,119,54,94,20,2013-06-11,MC11,AHY,2013
B,2401.80325,M,G,123,123,55,98,20,2013-06-11,MC12,AHY,2013
B,2401.80326,F,G,115,116,57,93,19.2,2013-06-11,MC12,ASY,2013
B,2401.80321,M,G,117,117,54,92,18.1,2013-06-11,MC13,AHY,2013
R,2401.77221,F,G,114,115,55,89,20.2,2013-06-11,MC13,ASY,2013
R,2401.77884,M,G,122,124,57,97,19.4,2013-06-11,MC14,AHY,2013
R,2221.31965,F,G,115,117,53,92,19.4,2013-06-13,MC14,ASY,2013
R,2401.80301,F,G,120,121,56,97,20.6,2013-06-11,MC15,ASY,2013
R,2401.77176,M,G,119,121,55,95,19.6,2013-06-11,MC15,AHY,2013
R,2401.7714,M,G,124,125,57,100,20,2013-06-08,MC16,AHY,2013
R,2401.77177,F,G,117,118,55,94,18.7,2013-06-03,MC16,ASY,2013
B,2401.80309,F,G,120,120,58,94,19.9,2013-06-03,MC17,ASY,2013
R,2401.77186,F,G,115,117,57,95,20.1,2013-06-11,MC18,ASY,2013
R,2401.77186,F,G,117,118,57,95,19.9,2013-06-08,MC18,ASY,2013
R,2351.37925,M,G,120,121,54,96,21.1,2013-06-11,MC19,AHY,2013
R,2351.37964,F,G,120,121,60,96,19.2,2013-06-11,MC19,ASY,2013
B,2401.80342,F,G,119,120,52,94,20.4,2013-06-15,MC20,ASY,2013
R,2401.77197,M,G,121,122,54,95,21.3,2013-06-15,MC20,AHY,2013
R,2351.37937,F,G,110,111,52,89,17.9,2013-06-11,MC21,ASY,2013
R,2401.77158,M,G,123,123,56,93,19,2013-06-11,MC21,AHY,2013
R,2401.77192,F,G,120,121,54,99,21,2013-06-11,MC22,ASY,2013
R,2401.77154,M,G,121,122,57,96,19.3,2013-06-11,MC22,AHY,2013
B,2401.80315,F,G,116,117,55,93,20,2013-06-11,MC23,ASY,2013
B,2401.80317,M,G,117,118,53,94,19.6,2013-06-11,MC23,AHY,2013
R,2351.37099,F,G,119,120,56,95,19.9,2013-06-11,MC24,ASY,2013
R,2351.37691,M,G,124,126,57,100,20.5,2013-06-11,MC24,AHY,2013
R,2401.77127,F,G,113,115,55,90,19,2013-06-11,MC25,ASY,2013
R,2221.31763,M,G,126,128,57,101,20.8,2013-06-11,MC25,AHY,2013
B,2401.80353,M,G,116,119,52,93,20.5,2013-06-26,MC26,AHY,2013
B,2401.80351,F,G,113,114,55,90,20.4,2013-06-24,MC26,ASY,2013
R,2401.77157,F,G,113,114,52,90,19.4,2013-06-11,MC27,ASY,2013
R,2321.05313,M,G,121,123,55,99,20.2,2013-06-11,MC27,AHY,2013
B,2401.80339,F,G,120,122,57,97,20.3,2013-06-15,MC28,ASY,2013
B,2401.8034,M,G,117,119,57,93,19.6,2013-06-15,MC28,AHY,2013
R,2401.77161,M,G,120,121,57,99,21.4,2013-06-11,MC29,AHY,2013
B,2401.80312,F,G,117,117,58,95,20.5,2013-06-08,MC29,ASY,2013
B,2401.80336,F,B,115,116,50,91,20.3,2013-06-15,MC30,ASY,2013
B,2401.80335,M,G,119,120,55,92,19.4,2013-06-15,MC31,AHY,2013
R,2401.7726,F,G,120,120,56,94,19.4,2013-06-15,MC31,ASY,2013
R,2401.77112,F,G,113,114,52,87,19.5,2013-06-15,MC32,ASY,2013
R,2511.67386,M,G,112,115,51,91,18.9,2013-06-15,MC32,AHY,2013
B,2401.80333,F,G,116,116,54,92,19.3,2013-06-15,MC33,ASY,2013
B,2401.80334,M,G,119,120,54,95,20.6,2013-06-15,MC33,AHY,2013
B,2401.80352,F,G,114,115,53,85,23.6,2013-06-26,MC34,ASY,2013
R,2401.77264,F,G,115,115,53,92,19.6,2013-06-15,MC35,ASY,2013
R,2401.77147,M,G,120,121,57,96,20.7,2013-06-15,MC35,AHY,2013
R,2401.7785,F,G,111,111,56,90,20,2013-06-11,MC36,ASY,2013
R,1771.43399,M,G,120,121,59,98,20.4,2013-06-11,MC36,AHY,2013
R,2401.801,F,G,119,120,56,95,19.6,2013-06-11,MC37,ASY,2013
R,2401.77188,M,G,118,119,52,93,21.6,2013-06-11,MC37,AHY,2013
R,1831.3866,M,G,122,124,58,96,21.2,2013-06-26,MC38,AHY,2013
B,2401.8035,F,G,115,117,54,91,20.2,2013-06-24,MC38,ASY,2013
R,2401.7713,M,G,123,125,56,98,22.8,2013-06-15,MC41,AHY,2013
B,2401.80345,F,G,111,112,51,91,18.8,2013-06-15,MC41,ASY,2013
B,2401.80341,F,G,115,116,51,90,19.7,2013-06-15,MC43,ASY,2013
R,2221.31802,M,G,121,122,57,95,18.9,2013-06-19,MC43,AHY,2013
R,2401.77262,F,G,115,117,55,90,18.8,2013-06-15,MC44,ASY,2013
B,2401.80348,M,G,124,125,53,96,20.3,2013-06-17,MC46,AHY,2013
R,2401.77199,F,G,116,116,51,91,20.1,2013-06-15,MC46,ASY,2013
R,2351.37606,M,G,123,125,56,97,20.2,2013-06-17,MC47,AHY,2013
R,1881.06389,F,G,116,117,52,91,20.5,2013-06-15,MC47,ASY,2013
R,2401.77268,F,G,112,113,53,87,18.4,2013-06-13,MC50,ASY,2013
R,2401.77185,M,G,120,121,55,97,21.2,2013-06-13,MC50,AHY,2013
B,2401.80347,F,G,110,111,49,84,18.3,2013-06-17,MC52,ASY,2013
R,2401.7723,F,G,113,113,62,91,19.9,2013-06-03,MC53,ASY,2013
R,2401.77156,M,G,119,120,61,97,22.7,2013-06-03,MC53,AHY,2013
B,2401.8031,F,G,112,113,56,86,18.9,2013-06-05,MC54,ASY,2013
R,2401.77129,M,G,118,118,56,92,20.6,2013-06-05,MC54,AHY,2013
B,2401.80331,F,G,115,116,52,90,18.8,2013-06-13,MC55,ASY,2013
R,2401.77114,M,G,122,122,55,93,20.6,2013-06-13,MC55,AHY,2013
R,2401.80308,F,G,112,112,51,93,17,2013-06-11,MC56,ASY,2013
R,2311.93955,M,G,122,122,59,92,19,2013-06-08,MC56,AHY,2013
R,2401.77124,M,G,120,122,56,97,19.8,2013-06-08,MC58,AHY,2013
R,2401.77231,M,G,115,118,55,93,21.5,2013-06-05,MC58,AHY,2013
R,2401.77153,F,G,112,114,52,91,20.3,2013-06-03,MC58,ASY,2013
R,2401.80227,M,G,118,119,52,94,19.9,2013-06-15,MC59,AHY,2013
B,2401.80337,F,G,114,115,51,89,19.9,2013-06-15,MC59,ASY,2013
R,2351.37791,M,G,117,118,53,93,20.8,2013-06-15,MC60,AHY,2013
R,2311.93492,F,G,109,110,54,88,19.6,2013-06-15,MC60,ASY,2013
B,2401.80349,F,B,110,112,51,86,19.3,2013-06-21,MC61,ASY,2013
R,2511.67327,F,I,111,113,54,89,17.1,2013-06-15,MC62,AHY,2013
R,2351.37097,F,G,112,114,52,91,18.1,2013-06-03,MC63,ASY,2013
R,1831.38635,M,G,120,120,58,96,21.9,2013-06-03,MC63,AHY,2013
R,2401.77107,M,G,118,119,56,94,19.8,2013-06-15,MC65,AHY,2013
R,2401.772,F,G,118,120,50,92,17.9,2013-06-17,MC65,ASY,2013
R,2351.37089,M,G,123,127,57,99,21,2013-06-08,MC66,AHY,2013
B,2401.80311,F,G,117,119,55,95,21.3,2013-06-05,MC66,ASY,2013
B,2401.80322,F,I,114,115,54,92,19.7,2013-06-11,MC67,AHY,2013
R,2401.77963,F,G,117,118,54,93,18.2,2013-06-08,MC68,ASY,2013
R,2401.77342,M,G,122,123,57,97,21.1,2013-06-15,MC69,AHY,2013
B,2401.80346,F,G,111,114,53,91,19.3,2013-06-15,MC69,ASY,2013
B,2401.80323,F,G,115,117,55,91,20.4,2013-06-11,MC70,ASY,2013
R,2311.93046,M,G,120,122,54,97,20.9,2013-06-11,MC70,AHY,2013
B,2401.80328,M,G,117,118,53,98,19.4,2013-06-11,MC71,AHY,2013
B,2401.80327,F,G,114,116,54,93,18.7,2013-06-11,MC71,ASY,2013
R,2401.7722,F,G,115,116,53,92,19.9,2013-06-11,MC72,ASY,2013
R,2401.77263,M,G,121,122,55,96,21.4,2013-06-11,MC72,AHY,2013
B,2401.80344,M,G,121,122,56,97,21,2013-06-15,MC73,AHY,2013
R,2351.37594,F,G,110,111,52,87,21.4,2013-06-15,MC73,ASY,2013
R,2511.67596,F,B,110,111,50,85,18.9,2013-06-21,MC74,ASY,2013
R,2401.77171,M,G,124,125,58,99,22.5,2013-06-21,MC74,AHY,2013
B,2401.80343,F,G,117,117,55,90,21.8,2013-06-15,MC75,ASY,2013
R,2401.77175,M,G,115,116,56,92,19.6,2013-06-15,MC75,AHY,2013
R,2351.37636,M,G,119,120,57,95,20.3,2013-06-11,MC76,AHY,2013
R,2221.31946,F,G,117,119,58,91,19,2013-06-08,MC76,ASY,2013
B,2401.80324,F,I,115,116,55,90,20.4,2013-06-11,MC77,AHY,2013
R,2351.37884,M,G,121,122,55,99,20.6,2013-06-11,MC77,AHY,2013
R,2221.317,M,G,122,122,60,97,20.2,2013-06-08,MC78,AHY,2013
R,2401.77183,F,G,112,113,55,96,19.1,2013-06-08,MC78,ASY,2013
B,2401.80332,F,G,114,115,52,91,19.5,2013-06-13,MC79,ASY,2013
R,2401.7717,M,G,120,121,56,95,19.9,2013-06-13,MC79,AHY,2013
B,2401.80338,F,B,119,120,55,95,21.1,2013-06-15,MC80,ASY,2013
R,2401.80251,M,G,117,117,50,90,19.6,2013-06-17,MC80,AHY,2013
B,2511.6774,F,G,118,119,53,92,22,2013-06-22,SL04,ASY,2013
R,2171.20084,M,G,117,119,53,93,17.8,2013-06-24,SL04,AHY,2013
R,2401.77255,F,G,115,116,53,97,19.1,2013-06-04,SL07,ASY,2013
R,2351.37433,M,G,116,117,55,93,19.2,2013-06-07,SL07,AHY,2013
R,2401.77214,M,G,120,123,56,98,20.7,2013-06-07,SL08,AHY,2013
R,2401.77202,F,G,114,115,55,95,19.8,2013-06-07,SL08,ASY,2013
R,2401.77228,F,G,118,118,56,96,23.1,2013-06-02,SL09,ASY,2013
R,2351.37955,M,G,118,119,55,99,21,2013-06-02,SL09,AHY,2013
B,2401.77281,M,G,117,118,55,94,19.6,2013-06-07,SL10,AHY,2013
B,2401.77271,F,G,116,117,55,95,20.2,2013-06-02,SL10,ASY,2013
R,2351.37488,F,G,120,120,58,97,20.2,2013-06-02,SL10,ASY,2013
R,2511.67211,F,G,118,119,56,94,20,2013-06-04,SL11,ASY,2013
R,2401.77575,M,G,115,117,58,90,20.2,2013-06-04,SL11,AHY,2013
R,2221.31738,M,G,119,120,55,96,20.8,2013-06-02,SL12,AHY,2013
B,2511.67742,F,I,118,118,55,89,19.4,2013-07-03,SL14,AHY,2013
B,2401.77288,F,G,115,116,51,89,19.4,2013-06-12,SL15,ASY,2013
R,2401.77222,F,G,117,117,56,94,19.4,2013-06-07,SL16,ASY,2013
R,2511.6717400000002,M,G,122,124,56,96,20.7,2013-06-07,SL16,AHY,2013
B,2401.77282,F,I,120,121,60,95,17.6,2013-06-09,SL17,AHY,2013
R,1881.06936,M,G,124,124,56,97,20,2013-06-07,SL17,AHY,2013
B,2511.67743,F,B,110,112,54,87,19.4,2013-07-03,SL18,ASY,2013
B,2401.77274,F,G,113,114,58,87,17.7,2013-06-07,SL19,ASY,2013
B,2401.77278,M,G,119,120,55,96,18.6,2013-06-07,SL19,AHY,2013
B,2401.77275,F,G,114,115,55,98,17.9,2013-06-07,SL20,ASY,2013
R,2401.77258,M,G,121,121,59,97,21.4,2013-06-07,SL20,AHY,2013
B,2401.7729,M,G,120,121,55,94,20.8,2013-06-12,SL21,AHY,2013
R,2351.37714,F,G,116,117,60,89,19.2,2013-06-12,SL21,ASY,2013
R,2401.77266,F,G,115,116,55,95,19.1,2013-06-07,SL22,ASY,2013
R,1881.06969,M,G,116,117,56,94,19.8,2013-06-07,SL22,AHY,2013
R,2401.77257,F,I,114,115,55,87,19.6,2013-06-09,SL23,AHY,2013
B,2401.77276,M,G,121,122,53,97,20.2,2013-06-07,SL24,AHY,2013
R,2351.37439,F,G,116,119,54,95,18.4,2013-06-07,SL24,ASY,2013
R,2351.37427,F,G,119,120,55,94,20.8,2013-06-09,SL25,ASY,2013
B,2401.77289,F,G,116,117,58,93,19.8,2013-06-12,SL26,ASY,2013
R,2401.80038,M,G,127,128,57,94,21.6,2013-06-07,SL31,AHY,2013
R,2401.77241,F,G,118,120,60,95,19.8,2013-06-07,SL31,ASY,2013
B,2401.77284,M,G,113,115,50,90,17.6,2013-06-12,SL35,AHY,2013
R,2401.77213,F,G,120,120,57,96,20.7,2013-06-12,SL35,ASY,2013
R,2401.77254,M,G,125,126,58,99,21.3,2013-06-09,SL36,AHY,2013
R,1881.06072,F,G,117,117,55,90,19.1,2013-06-09,SL38,ASY,2013
R,2401.80114,M,G,115,116,56,92,20.4,2013-06-02,SL39,AHY,2013
B,2401.77273,F,G,119,120,56,95,17.1,2013-06-04,SL40,ASY,2013
R,2351.37496,M,G,119,120,54,93,21.2,2013-06-07,SL40,AHY,2013
R,2401.77238,M,G,120,124,55,96,20,2013-06-12,SL41,AHY,2013
R,2401.77237,F,G,111,112,58,93,18.6,2013-06-07,SL41,ASY,2013
R,2311.93972,F,G,118,119,52,96,19,2013-06-07,SL51,ASY,2013
R,2351.37457,M,G,120,121,57,96,21.9,2013-06-09,SL51,AHY,2013
B,2401.7728,F,G,116,117,55,91,19.6,2013-06-07,SL55,ASY,2013
B,2401.77283,M,G,116,116,53,93,20,2013-06-09,SL55,AHY,2013
B,2511.67741,F,G,110,112,55,87,19.6,2013-06-22,SL59,ASY,2013
R,2511.6726,F,G,114,116,62,91,19.7,2013-06-07,SL60,ASY,2013
R,2351.37491,F,G,113,114,58,91,19.9,2013-06-07,SL61,ASY,2013
R,1881.06971,M,G,118,119,55,94,20.7,2013-06-07,SL61,AHY,2013
R,2401.77272,F,G,114,116,54,93,19.7,2013-06-04,SL64,ASY,2013
R,2311.9349,M,G,119,120,58,106,19.3,2013-06-04,SL64,AHY,2013
R,2351.37437,F,G,109,110,53,87,20.2,2013-06-02,SL66,ASY,2013
R,1771.43719,M,G,122,124,58,97,20.5,2013-06-12,SL70,AHY,2013
R,2401.77251,F,G,116,117,56,85,20.2,2013-06-09,SL70,ASY,2013
R,2311.93872,F,G,120,122,58,97,19.8,2013-06-02,SL71,ASY,2013
R,2351.37903,M,G,121,122,53,96,19.7,2013-06-07,SL71,AHY,2013
R,2351.37931,M,G,122,123,60,98,19.9,2013-06-12,SL72,AHY,2013
R,2351.37482,F,G,117,118,56,97,19,2013-06-12,SL72,ASY,2013
R,2351.37466,F,G,117,119,55,97,19.1,2013-06-07,SL73,ASY,2013
R,2351.37442,M,G,123,123,53,98,20.4,2013-06-07,SL73,AHY,2013
B,2511.67739,F,G,115,116,53,91,18.6,2013-06-22,SL75,ASY,2013
R,2401.77242,M,G,125,126,55,98,20.4,2013-06-22,SL75,AHY,2013
R,2401.77239,M,G,124,126,52,100,20,2013-06-07,SL76,AHY,2013
R,2401.80265,F,B,111,112,56,93,20,2013-06-02,SL76,AHY,2013
B,2401.77277,M,G,120,122,53,97,19.4,2013-06-07,SL77,AHY,2013
B,2401.77279,F,G,118,119,56,95,19,2013-06-07,SL77,ASY,2013
B,2401.77287,F,B,117,117,52,97,20.4,2013-06-12,SL78,ASY,2013
R,2401.80436,M,G,120,120,53,94,19.7,2013-06-12,SL78,AHY,2013
B,2401.77286,F,G,117,119,54,94,19.4,2013-06-12,SL79,ASY,2013
B,2401.77285,F,G,122,123,56,98,19.7,2013-06-12,SL80,ASY,2013
R,2221.31605,M,G,122,123,56,97,21.8,2013-06-12,SL80,AHY,2013
R,1771.42178,F,G,117,118,55,96,18.7,2014-06-22,PT15J,ASY,2014
R,1771.43399,M,G,122,124,56,99,20.1,2014-06-09,MC72,AHY,2014
R,1831.38412,M,G,125,128,60,101,21.7,2014-06-10,PT13H,AHY,2014
R,1831.38518,M,G,120,123,59,99,19.3,2014-06-10,PT15I,AHY,2014
R,1831.38635,M,G,122,124,55,99,21.7,2014-06-09,MC63,AHY,2014
R,1831.39074,M,G,119,122,58,100,21,2014-06-19,PT6J,AHY,2014
R,1881.06441,M,G,121,124,59,102,22.7,2014-06-13,PT11K,AHY,2014
R,1881.0684,M,G,122,123,54,98,22.1,2014-06-09,MC11,AHY,2014
R,2171.20032,M,G,119,121,56,98,21.2,2014-06-13,PT16I,AHY,2014
R,2171.20058,M,G,117,119,54,95,20.1,2014-06-10,PT12H,AHY,2014
R,2171.20075,F,G,116,118,52,92,19.8,2014-06-19,PT3J,ASY,2014
R,2171.20084,M,G,120,121,57,97,20.8,2014-06-02,SL4,AHY,2014
R,2221.31605,M,G,122,124,56,94,21.3,2014-06-20,SL80,AHY,2014
R,2311.93046,M,G,120,121,54,95,21.9,2014-06-04,MC70,AHY,2014
R,2311.93288,F,G,119,121,54,99,21.6,2014-06-08,MC51,ASY,2014
R,2311.93471,F,G,117,118,51,98,20.3,2014-06-09,MC65,ASY,2014
R,2311.9349,M,G,120,122,56,97,20,2014-06-05,SL64,AHY,2014
R,2311.9362,M,G,115,117,55,91,21.8,2014-06-11,PT13G,AHY,2014
R,2311.9367,F,G,117,120,57,97,22.4,2014-06-10,PT15I,ASY,2014
R,2311.9371,F,G,112,115,57,93,20.5,2014-06-10,PT3F,ASY,2014
R,2311.93844,F,G,116,119,57,97,21.5,2014-06-10,PT12J,ASY,2014
R,2311.93908,M,G,122,125,55,99,22.5,2014-06-20,SL63,AHY,2014
R,2311.93972,F,G,116,117,53,97,19.6,2014-06-10,SL58,ASY,2014
R,2321.05309,M,I,117,119,57,98,20.8,2014-06-13,PT14F,AHY,2014
R,2321.05313,M,G,123,126,51,96,21.8,2014-06-04,MC27,AHY,2014
R,2321.2374,F,G,116,117,53,91,20.3,2014-06-10,SL50,ASY,2014
R,2351.37012,F,G,115,116,55,91,19.8,2014-06-24,PT10J,ASY,2014
R,2351.37097,F,G,112,115,52,92,17.4,2014-06-06,MC4,ASY,2014
R,2351.37128,M,G,121,123,55,109,21.8,2014-06-19,PT5J,AHY,2014
R,2351.37139,M,G,112,115,56,94,21.1,2014-06-16,PT11H,AHY,2014
R,2351.37179,F,G,110,112,52,88,20.8,2014-06-10,PT16I,ASY,2014
R,2351.37244,F,G,113,115,67,93,20.7,2014-06-10,PT4F,ASY,2014
R,2351.37244,F,G,113,115,55,90,19.8,2014-06-11,PT4F,ASY,2014
R,2351.37278,F,G,115,117,56,94,19.3,2014-06-19,PT14I,ASY,2014
R,2351.37285,M,G,119,121,56,99,20,2014-06-11,PT4F,AHY,2014
R,2351.37433,M,G,116,117,57,94,21.2,2014-06-07,SL9,AHY,2014
R,2351.37436,M,G,119,121,53,94,23.3,2014-06-20,SL6,AHY,2014
R,2351.37439,F,G,117,119,53,94,20.2,2014-06-11,SL25,ASY,2014
R,2351.37456,M,G,116,117,53,95,21.3,2014-06-02,SL5,AHY,2014
R,2351.37457,M,G,120,121,55,96,20.9,2014-06-10,SL50,AHY,2014
R,2351.37476,M,G,118,120,55,99,22,2014-06-06,SL29,AHY,2014
R,2351.37486,M,G,121,123,55,100,20.9,2014-06-10,SL45,AHY,2014
R,2351.37488,F,G,117,118,59,95,21.6,2014-06-07,SL9,ASY,2014
R,2351.37491,F,G,114,115,52,90,20.5,2014-06-02,SL61,ASY,2014
R,2351.37495,M,G,112,114,54,92,20,2014-06-06,SL69,AHY,2014
R,2351.37496,M,G,118,119,54,94,22.3,2014-06-03,SL40,AHY,2014
R,2351.37594,F,G,109,111,50,88,22.9,2014-06-20,MC5,ASY,2014
R,2351.37691,M,G,122,124,57,98,20.8,2014-06-11,MC24,AHY,2014
R,2351.37696,M,G,117,121,57,93,21,2014-06-06,MC76,AHY,2014
R,2351.37707,F,G,111,113,54,92,19,2014-06-10,PT11I,ASY,2014
R,2351.37714,F,G,112,115,55,86,21.9,2014-06-18,SL14,ASY,2014
R,2351.37925,M,G,118,120,53,95,21.3,2014-06-06,MC47,AHY,2014
R,2351.37964,F,G,121,122,56,94,17.9,2014-06-04,MC55,ASY,2014
R,2351.39701,M,G,119,121,62,95,23.3,2014-06-11,PT15G,AHY,2014
R,2351.39712,M,G,120,121,54,98,21.7,2014-06-11,PT11G,AHY,2014
R,2351.39712,M,G,120,122,56,96,22.2,2014-06-11,PT11G,AHY,2014
R,2351.39738,M,G,122,124,58,99,22.4,2014-06-09,PT15H,AHY,2014
R,2351.39752,M,G,123,125,58,103,21.4,2014-06-16,PT5G,AHY,2014
R,2351.39808,F,G,111,113,54,90,21.9,2014-06-10,PT12H,ASY,2014
R,2351.39826,F,G,115,118,59,91,20.6,2014-06-22,PT1J,ASY,2014
R,2351.39846,M,G,113,117,56,94,21.5,2014-06-13,PT10H,AHY,2014
R,2401.77112,F,G,113,115,47,86,22.3,2014-06-04,MC32,ASY,2014
R,2401.77114,M,G,116,116,57,94,21,2014-06-04,MC55,AHY,2014
R,2401.77127,F,G,113,114,51,88,22,2014-06-04,MC34,ASY,2014
R,2401.7713,M,G,118,120,55,97,22.3,2014-06-07,MC38,AHY,2014
R,2401.77135,M,G,123,124,56,97,23.4,2014-06-08,MC49,AHY,2014
R,2401.77136,M,G,118,120,56,100,21.7,2014-06-03,MC6,AHY,2014
R,2401.77137,M,G,119,122,55,98,20.5,2014-06-24,MC5,AHY,2014
R,2401.7714,M,G,123,125,56,99,21.3,2014-06-06,MC16,AHY,2014
R,2401.77147,M,G,120,121,58,93,21.7,2014-06-04,MC34,AHY,2014
R,2401.77154,M,G,120,120,56,98,19.5,2014-06-04,MC22,AHY,2014
R,2401.77157,F,G,115,116,52,92,19.2,2014-06-11,MC27,ASY,2014
R,2401.77158,M,G,116,119,52,91,21.1,2014-06-13,MC21,AHY,2014
R,2401.77161,M,G,119,121,54,97,23.2,2014-06-11,MC29,AHY,2014
R,2401.7717,M,G,119,120,55,95,21.9,2014-06-08,MC79,AHY,2014
R,2401.77173,M,G,120,121,59,95,20.1,2014-06-03,MC10,AHY,2014
R,2401.77176,M,G,118,120,57,94,20.7,2014-06-17,MC15,AHY,2014
R,2401.77183,F,G,113,115,52,92,20.7,2014-06-07,MC29,ASY,2014
R,2401.77185,M,G,116,119,55,96,21.7,2014-06-06,MC77,AHY,2014
R,2401.77186,F,G,115,116,54,94,21.3,2014-06-08,MC73,ASY,2014
R,2401.77186,M,G,116,117,56,93,21.6,2014-06-09,MC73,ASY,2014
