band_or_recapture,band_number,sex,colour,wing_chord,wing_flat,tail,p_9,weight,date,nest_box,age_code,year
R,2401.77186,F,G,115,117,55,91,19.8,2014-06-11,MC73,ASY,2014
R,2401.772,F,G,115,117,52,91,22.8,2014-06-17,MC12,ASY,2014
R,2401.77205,F,G,116,117,54,93,23.5,2014-06-02,SL5,ASY,2014
R,2401.77211,M,G,117,121,51,96,21.9,2014-06-07,SL53,AHY,2014
R,2401.77214,M,G,120,123,52,97,21.4,2014-06-07,SL7,AHY,2014
R,2401.7722,F,G,115,117,52,94,21.5,2014-06-04,MC72,ASY,2014
R,2401.77223,F,G,113,114,53,93,22.7,2014-06-05,SL11,ASY,2014
R,2401.77228,F,G,114,117,53,95,23.9,2014-06-06,SL68,ASY,2014
R,2401.77231,M,G,117,118,54,95,21.1,2014-06-06,MC58,AHY,2014
R,2401.77239,M,G,124,126,56,100,21.9,2014-06-11,SL76,AHY,2014
R,2401.7724,M,G,118,121,52,95,21.4,2014-06-10,SL58,AHY,2014
R,2401.77241,F,G,118,120,56,95,21.5,2014-06-02,SL4,ASY,2014
R,2401.77247,M,G,119,122,59,97,24,2014-06-05,SL77,AHY,2014
R,2401.77255,F,G,111,112,51,94,21.6,2014-06-10,SL7,ASY,2014
R,2401.77262,F,G,112,114,54,92,21.7,2014-06-17,MC66,ASY,2014
R,2401.77271,F,G,116,116,57,92,21.8,2014-06-05,SL62,ASY,2014
R,2401.77274,F,G,112,113,51,91,19.5,2014-06-04,MC49,ASY,2014
R,2401.77275,F,G,112,113,56,92,19.4,2014-06-06,SL69,ASY,2014
R,2401.77279,F,G,118,119,61,93,22.2,2014-06-05,SL77,ASY,2014
R,2401.7728,F,G,112,114,55,91,21.9,2014-06-18,SL6,ASY,2014
R,2401.77281,M,G,117,117,56,96,20.7,2014-06-02,SL8,AHY,2014
R,2401.77285,F,G,122,124,53,98,23.3,2014-06-18,SL80,ASY,2014
R,2401.77286,F,G,117,120,53,94,20.8,2014-06-06,SL34,ASY,2014
R,2401.77289,F,G,112,115,53,93,22.2,2014-06-25,SL27,ASY,2014
R,2401.77291,M,G,127,129,52,97,22.6,2014-06-20,SL13,AHY,2014
R,2401.77298,F,G,122,123,56,97,20.8,2014-06-02,SL66,ASY,2014
R,2401.77299,F,G,114,116,52,88,21.6,2014-06-02,SL1,ASY,2014
R,2401.77299,F,G,112,117,57,92,21.8,2014-06-06,SL1,ASY,2014
R,2401.7754,F,G,115,116,51,84,25.3,2014-06-03,MC14,ASY,2014
R,2401.77578,M,G,116,120,53,92,20,2014-06-06,MC18,AHY,2014
R,2401.77639,M,G,119,121,51,98,21.5,2014-06-06,MC3,AHY,2014
R,2401.77777,M,G,122,123,58,96,22.2,2014-06-02,SL2,AHY,2014
R,2401.77884,M,G,120,121,56,96,20.4,2014-06-09,MC14,AHY,2014
R,2401.78049,F,G,113,113,54,91,19.1,2014-06-09,PT14J,ASY,2014
R,2401.78062,F,G,109,111,53,91,19.2,2014-06-09,PT10K,ASY,2014
R,2401.78068,F,I,109,113,52,89,21.8,2014-06-16,PT17D,AHY,2014
R,2401.78081,M,G,115,117,54,90,20.8,2014-06-09,PT10G,AHY,2014
R,2401.78085,F,G,113,116,59,93,18.9,2014-06-19,PT13I,ASY,2014
R,2401.78089,F,G,110,115,55,90,22.2,2014-06-10,PT4I,ASY,2014
R,2401.78092,M,G,116,118,57,96,20.3,2014-06-13,PT19E,AHY,2014
R,2401.78095,M,G,115,118,55,93,21.6,2014-06-10,PT19F,AHY,2014
R,2401.78099,F,G,116,121,56,95,21.5,2014-06-09,PT15H,ASY,2014
R,2401.78106,F,G,112,117,54,92,20.5,2014-06-09,PT16F,ASY,2014
R,2401.78114,F,G,109,111,50,87,21.6,2014-06-11,PT2J,ASY,2014
R,2401.78145,M,G,120,122,57,95,21,2014-06-10,PT11I,AHY,2014
R,2401.78179,M,G,120,122,56,97,21,2014-06-10,PT9K,AHY,2014
R,2401.78232,M,G,126,128,54,95,22.3,2014-06-20,SL47,AHY,2014
R,2401.78244,M,G,119,122,54,106,20.7,2014-06-10,SL65,AHY,2014
R,2401.78311,M,G,118,121,57,99,21.3,2014-06-10,PT12I,AHY,2014
R,2401.78326,F,G,115,117,55,89,20.5,2014-06-11,PT5G,ASY,2014
R,2401.78329,F,G,110,113,49,90,19.8,2014-06-09,PT15G,ASY,2014
R,2401.78335,M,G,115,118,53,95,19.4,2014-06-10,PT18E,AHY,2014
R,2401.7838,F,I,115,115,54,90,21.9,2014-06-09,PT9F,AHY,2014
R,2401.78391,M,G,119,121,56,94,22.5,2014-06-11,SL78,AHY,2014
R,2401.78397,M,G,118,119,54,98,20.4,2014-06-19,PT15J,AHY,2014
R,2401.78414,F,G,114,115,54,90,19.9,2014-06-19,PT5J,ASY,2014
R,2401.78457,F,G,118,120,57,94,20.6,2014-06-10,PT11J,ASY,2014
R,2401.78469,F,G,113,115,56,92,20.7,2014-06-13,PT19F,ASY,2014
R,2401.78501,F,I,114,116,56,96,19.2,2014-06-19,PT6J,AHY,2014
R,2401.78506,F,G,112,112,53,85,22.4,2014-06-03,MC16,ASY,2014
R,2401.78506,F,G,112,115,53,89,20,2014-06-06,MC16,ASY,2014
R,2401.78516,M,G,119,121,59,98,21.6,2014-06-10,PT18G,AHY,2014
R,2401.7852,F,G,115,117,52,91,20.1,2014-06-10,PT13J,ASY,2014
R,2401.78532,M,G,120,121,61,99,21.8,2014-06-10,PT2F,AHY,2014
R,2401.78532,M,G,123,125,57,98,20.9,2014-06-11,PT2F,AHY,2014
R,2401.78557,M,G,119,121,60,99,21.2,2014-06-10,PT3F,AHY,2014
R,2401.7856,F,G,110,115,52,89,19.5,2014-06-10,PT13H,ASY,2014
R,2401.78583,F,G,116,118,55,91,19.8,2014-06-09,PT10G,ASY,2014
R,2401.78618,M,G,117,120,55,95,22.4,2014-06-09,PT9F,AHY,2014
R,2401.78621,F,G,115,117,56,93,20.2,2014-06-10,PT8J,ASY,2014
R,2401.78657,F,G,115,117,56,91,21.4,2014-06-11,PT11G,ASY,2014
R,2401.78657,F,G,115,117,55,90,21.3,2014-06-11,PT11G,ASY,2014
R,2401.78694,M,G,119,121,55,96,20.7,2014-06-11,PT10I,AHY,2014
R,2401.78697,M,G,120,122,54,95,21.6,2014-06-10,PT8J,AHY,2014
R,2401.78698,M,G,118,122,57,96,20.3,2014-06-10,PT11J,AHY,2014
R,2401.78699,F,G,115,116,53,90,18.9,2014-06-24,PT12G,ASY,2014
R,2401.787,M,G,117,119,54,93,20.2,2014-06-19,PT14H,AHY,2014
R,2401.78702,M,G,117,119,56,96,21.1,2014-06-11,PT16J,AHY,2014
R,2401.78703,F,G,119,120,56,98,20.7,2014-06-19,PT7K,ASY,2014
R,2401.78703,M,G,116,119,57,97,20.7,2014-06-19,PT13I,AHY,2014
R,2401.78705,F,G,113,115,54,88,20,2014-06-11,PT18F,ASY,2014
R,2401.78707,F,G,113,115,55,94,21,2014-06-10,PT18E,ASY,2014
R,2401.78708,F,G,116,118,60,95,19.9,2014-06-09,PT19E,ASY,2014
R,2401.7871,F,G,115,117,56,98,19.8,2014-06-09,PT15F,ASY,2014
R,2401.78712,F,G,112,113,52,91,18.5,2014-06-10,PT10H,ASY,2014
R,2401.78713,M,G,119,122,57,96,19.5,2014-06-19,PT7K,AHY,2014
R,2401.78714,M,G,118,121,57,99,20.6,2014-06-13,PT18F,AHY,2014
R,2401.78722,F,G,113,116,59,95,20.6,2014-06-13,PT14F,ASY,2014
B,2401.78725,F,G,114,115,50,89,19.7,2014-06-09,PT14G,ASY,2014
B,2401.78726,M,G,117,120,55,95,20.9,2014-06-09,PT14J,AHY,2014
B,2401.78727,M,G,117,119,57,97,20.9,2014-06-09,PT16F,AHY,2014
B,2401.78728,M,G,117,118,55,92,21.6,2014-06-10,PT4I,AHY,2014
B,2401.78729,F,G,115,119,60,96,19.5,2014-06-10,PT7F,ASY,2014
B,2401.7873,F,I,112,113,54,92,19.8,2014-06-10,PT2F,AHY,2014
R,2401.7873,F,I,113,115,54,90,19.1,2014-06-11,PT2F,AHY,2014
B,2401.78731,F,G,111,117,54,89,20.2,2014-06-10,PT4G,ASY,2014
R,2401.78731,F,G,113,115,54,90,19.1,2014-06-11,PT4G,ASY,2014
B,2401.78732,M,G,121,123,59,100,20.7,2014-06-10,PT7F,AHY,2014
B,2401.78733,F,G,114,117,52,91,18.2,2014-06-10,PT11K,ASY,2014
B,2401.78734,F,G,112,113,53,94,21,2014-06-10,PT18G,ASY,2014
B,2401.78735,F,G,110,112,48,89,23,2014-06-11,PT10I,ASY,2014
B,2401.78736,F,G,112,115,57,91,21.2,2014-06-11,PT16J,ASY,2014
B,2401.78737,F,G,110,112,52,85,20.1,2014-06-11,PT13G,ASY,2014
B,2401.78738,M,G,112,115,54,94,20.1,2014-06-13,PT12J,AHY,2014
B,2401.78739,M,G,113,115,54,91,20.7,2014-06-16,PT17G,AHY,2014
B,2401.7874,F,G,114,116,57,95,18.6,2014-06-19,PT4J,ASY,2014
B,2401.78741,F,I,112,114,49,90,19.5,2014-06-19,PT7J,AHY,2014
R,2401.78742,M,G,125,128,58,100,21.8,2014-06-19,PT7J,AHY,2014
B,2401.78743,M,G,118,119,56,90,20.3,2014-06-24,PT10J,AHY,2014
R,2401.78996,M,G,114,116,53,92,19.4,2014-06-10,PT13J,AHY,2014
R,2401.80017,M,G,121,122,53,102,21.6,2014-06-02,SL3,AHY,2014
R,2401.801,F,G,117,121,57,97,20.7,2014-06-07,MC24,ASY,2014
R,2401.80151,M,G,120,122,56,93,20.8,2014-06-03,SL28,AHY,2014
R,2401.80227,M,G,116,118,54,92,20.7,2014-06-03,MC60,ASY,2014
R,2401.80265,F,G,109,110,56,92,21.1,2014-06-05,SL76,ASY,2014
B,2401.80299,F,G,117,118,57,91,21.7,2014-06-03,MC80,ASY,2014
R,2401.80309,F,G,118,120,52,92,19.2,2014-06-04,MC45,ASY,2014
R,2401.80311,F,G,114,116,53,96,24,2014-06-06,MC47,ASY,2014
R,2401.80314,M,G,118,120,54,96,20.8,2014-06-06,MC67,AHY,2014
R,2401.80315,F,G,111,115,51,95,20.5,2014-06-13,MC41,AHY,2014
R,2401.80317,M,G,119,121,55,97,21.1,2014-06-07,MC23,AHY,2014
R,2401.80318,F,G,118,119,57,94,22.2,2014-06-03,MC3,ASY,2014
R,2401.80319,M,G,116,119,57,98,19.5,2014-06-06,MC7,AHY,2014
R,2401.8032,F,G,119,120,58,95,22.3,2014-06-03,MC59,ASY,2014
R,2401.80322,F,G,116,119,54,99,18.4,2014-06-06,MC8,ASY,2014
R,2401.80323,F,G,116,117,54,97,25.9,2014-06-03,MC6,ASY,2014
R,2401.80324,F,G,112,114,51,90,21.8,2014-06-04,MC74,ASY,2014
R,2401.80325,M,G,114,121,52,95,24.6,2014-06-17,MC12,AHY,2014
R,2401.80327,F,G,114,116,56,94,21.3,2014-06-04,MC71,ASY,2014
R,2401.80328,M,G,116,118,55,100,21.4,2014-06-08,MC71,AHY,2014
R,2401.80329,M,G,121,122,56,96,20.8,2014-06-06,MC8,AHY,2014
R,2401.8033,F,G,116,117,50,98,20.8,2014-06-06,MC63,ASY,2014
R,2401.80334,M,G,120,123,54,98,20.3,2014-06-09,MC33,AHY,2014
R,2401.80334,M,G,118,120,56,94,21.5,2014-06-09,MC20,AHY,2014
R,2401.80336,F,G,119,121,50,95,21.4,2014-06-04,MC31,ASY,2014
R,2401.80342,F,G,115,118,53,91,21.6,2014-06-04,MC28,ASY,2014
R,2401.80343,F,G,115,117,56,92,22,2014-06-06,MC77,ASY,2014
R,2401.80345,F,G,112,113,52,92,19.5,2014-06-07,MC23,ASY,2014
R,2401.80346,F,G,115,116,52,91,20.1,2014-06-04,MC70,ASY,2014
R,2401.80347,F,G,110,112,51,84,19.7,2014-06-09,MC11,ASY,2014
R,2401.80351,F,G,118,120,53,99,21.4,2014-06-08,MC30,ASY,2014
R,2401.80352,F,G,114,118,50,91,22.1,2014-06-07,MC78,ASY,2014
R,2401.80353,M,G,116,120,56,98,22.2,2014-06-07,MC26,AHY,2014
B,2401.80354,F,G,114,116,53,94,21.4,2014-06-03,MC67,ASY,2014
B,2401.80355,F,G,115,116,56,90,21.6,2014-06-03,MC75,ASY,2014
B,2401.80356,F,G,108,109,51,89,21.2,2014-06-03,MC58,ASY,2014
B,2401.80357,F,G,116,117,54,89,23.4,2014-06-03,MC60,ASY,2014
B,2401.80358,M,G,119,121,55,100,20.5,2014-06-03,MC59,AHY,2014
B,2401.80359,M,G,120,123,55,98,21.1,2014-06-04,MC28,AHY,2014
B,2401.8036,F,G,115,116,53,90,25,2014-06-04,MC54,ASY,2014
B,2401.80361,M,G,117,118,59,96,21.5,2014-06-04,MC54,AHY,2014
B,2401.80362,F,G,115,116,54,88,22.2,2014-06-04,MC22,ASY,2014
B,2401.80363,M,G,121,123,53,96,21.7,2014-06-04,MC32,AHY,2014
B,2401.80364,F,G,113,116,55,91,21,2014-06-04,MC33,ASY,2014
B,2401.80365,M,G,112,114,54,87,19.3,2014-06-04,MC74,AHY,2014
R,2401.80367,F,G,110,112,48,87,18.1,2014-06-06,MC62,ASY,2014
B,2401.80368,M,G,118,122,59,101,22.7,2014-06-06,MC75,AHY,2014
B,2401.80369,F,G,115,117,57,91,22.5,2014-06-06,MC7,ASY,2014
B,2401.8037,F,G,109,111,50,86,20.5,2014-06-06,MC17,ASY,2014
B,2401.80371,F,G,108,111,51,88,19.6,2014-06-06,MC52,ASY,2014
B,2401.80372,M,G,115,116,57,95,20.4,2014-06-06,MC17,AHY,2014
R,2401.80372,M,G,115,119,54,92,20.2,2014-06-24,MC50,AHY,2014
B,2401.80373,F,G,117,120,54,95,19.8,2014-06-06,MC76,ASY,2014
B,2401.80374,F,G,113,116,52,91,20.5,2014-06-06,MC44,ASY,2014
B,2401.80375,F,G,111,114,54,91,20.8,2014-06-06,MC18,ASY,2014
B,2401.80376,F,G,112,113,56,91,17.7,2014-06-07,MC39,ASY,2014
B,2401.80377,F,I,115,117,58,94,21.1,2014-06-07,MC38,AHY,2014
B,2401.80378,M,G,118,121,54,95,19.6,2014-06-07,MC78,AHY,2014
B,2401.80379,F,G,112,118,52,91,22.6,2014-06-07,MC26,ASY,2014
B,2401.8038,F,G,115,116,52,93,20.9,2014-06-08,MC37,ASY,2014
B,2401.80381,F,G,114,115,51,93,21,2014-06-08,MC48,ASY,2014
B,2401.80382,M,G,125,126,54,97,21.6,2014-06-08,MC40,AHY,2014
B,2401.80383,F,G,114,117,52,89,22.1,2014-06-08,MC79,ASY,2014
B,2401.80384,M,G,123,124,55,101,21.5,2014-06-09,MC19,AHY,2014
B,2401.80385,F,G,115,117,54,92,20.1,2014-06-09,MC19,ASY,2014
B,2401.80386,M,G,121,122,55,97,20.3,2014-06-09,MC4,AHY,2014
B,2401.80387,M,G,114,116,57,91,19.5,2014-06-11,MC48,AHY,2014
B,2401.80388,F,G,112,114,53,92,24,2014-06-13,MC64,ASY,2014
B,2401.80389,F,G,115,116,50,92,20.4,2014-06-13,MC35,ASY,2014
B,2401.8039,F,G,119,120,54,99,22.5,2014-06-13,MC13,ASY,2014
B,2401.80391,M,G,120,123,56,100,20.6,2014-06-13,MC37,AHY,2014
B,2401.80392,F,B,109,111,48,85,22.3,2014-06-17,MC15,ASY,2014
B,2401.80393,M,G,115,119,52,92,21.7,2014-06-17,MC66,AHY,2014
B,2401.80394,F,B,116,118,50,93,20,2014-06-17,MC2,ASY,2014
B,2401.80395,F,G,114,115,52,91,21.5,2014-06-20,MC50,ASY,2014
B,2401.80396,F,B,110,112,51,91,21.4,2014-06-24,MC53,ASY,2014
R,2401.80473,F,G,112,115,56,94,20,2014-06-03,SL28,ASY,2014
R,2401.80505,M,G,120,121,59,96,21.5,2014-06-24,MC53,AHY,2014
R,2401.80551,M,G,118,121,56,96,20.3,2014-06-03,SL41,AHY,2014
R,2401.80567,M,G,115,120,52,92,20.5,2014-06-13,MC64,AHY,2014
R,2401.80623,M,G,116,118,60,94,20.3,2014-06-07,MC39,AHY,2014
R,2401.80644,M,G,120,121,58,93,20.6,2014-06-03,MC80,AHY,2014
R,2401.8071,F,B,114,115,53,93,20.1,2014-06-19,PT14H,ASY,2014
B,2401.89367,F,G,112,114,50,90,20.9,2014-06-04,MC62,ASY,2014
R,2511.65417,M,G,116,118,54,95,21.5,2014-06-09,PT14G,AHY,2014
R,2511.65705,M,G,119,120,60,84,20,2014-06-22,PT4J,AHY,2014
R,2511.65909,M,G,119,121,57,98,20.3,2014-06-24,PT3J,AHY,2014
R,2511.65918,F,G,117,119,56,96,21.6,2014-06-16,PT17G,ASY,2014
R,2511.65937,M,G,120,122,56,94,21.1,2014-06-11,PT2J,AHY,2014
R,2511.6717400000002,M,G,122,124,57,101,21.8,2014-06-08,MC51,AHY,2014
B,2511.67182,M,G,120,123,60,79,21.2,2014-06-20,SL51,AHY,2014
R,2511.67208,M,G,118,120,54,94,21.9,2014-06-06,SL34,AHY,2014
R,2511.67211,F,G,116,120,56,95,20.6,2014-06-02,SL8,ASY,2014
R,2511.67269,M,G,121,122,55,98,22.9,2014-06-11,SL25,AHY,2014
R,2511.67307,F,G,113,116,55,90,20.8,2014-06-03,SL35,ASY,2014
R,2511.67313,M,G,119,121,53,96,20.5,2014-06-25,SL48,AHY,2014
R,2511.67365,M,G,114,117,58,94,21.1,2014-06-06,SL68,AHY,2014
R,2511.67381,F,G,115,116,53,89,20.2,2014-06-07,SL78,ASY,2014
R,2511.67386,M,G,118,120,56,91,21.9,2014-06-08,MC31,AHY,2014
R,2511.67386,M,G,116,118,53,93,20.4,2014-06-11,MC30,AHY,2014
R,2511.6755,F,G,115,116,53,92,21.1,2014-06-12,SL30,ASY,2014
R,2511.67573,F,G,114,115,55,92,21,2014-06-24,MC43,ASY,2014
R,2511.67596,F,G,113,117,49,92,20.6,2014-06-08,MC40,ASY,2014
R,2511.67718,F,G,111,114,50,89,19.9,2014-06-12,SL49,ASY,2014
R,2511.67719,M,G,119,121,54,97,20.8,2014-06-12,SL49,AHY,2014
R,2511.6772,F,G,115,116,51,87,21.1,2014-06-03,SL52,ASY,2014
R,2511.67721,F,G,114,116,52,91,21.2,2014-06-10,SL44,ASY,2014
R,2511.67723,F,G,114,118,52,88,21.5,2014-06-02,SL3,ASY,2014
R,2511.67724,F,G,112,114,53,89,21.2,2014-06-05,SL53,ASY,2014
R,2511.67729,F,G,113,115,53,89,21.3,2014-06-03,SL59,ASY,2014
R,2511.67731,F,G,110,112,51,90,21.8,2014-06-05,SL57,ASY,2014
R,2511.67733,F,G,111,112,54,89,21.7,2014-06-03,SL29,ASY,2014
R,2511.67734,F,G,111,115,51,93,20.5,2014-06-07,SL43,ASY,2014
R,2511.67735,F,G,108,111,53,87,23,2014-06-20,SL63,ASY,2014
R,2511.67736,M,G,123,124,56,96,20.3,2014-06-11,SL43,AHY,2014
R,2511.67738,M,G,119,121,60,96,19.2,2014-06-05,SL59,AHY,2014
R,2511.67742,F,G,116,119,54,93,20.1,2014-06-10,SL70,ASY,2014
B,2511.67744,F,G,117,120,54,95,22.7,2014-06-02,SL65,ASY,2014
B,2511.67745,F,G,115,116,54,91,21.1,2014-06-02,SL2,ASY,2014
B,2511.67746,F,G,115,116,52,92,21.3,2014-06-02,SL55,ASY,2014
B,2511.67747,M,G,119,120,58,94,21.1,2014-06-02,SL66,AHY,2014
B,2511.67748,M,G,115,117,55,97,21.6,2014-06-02,SL12,AHY,2014
B,2511.67749,F,G,115,117,54,89,21.6,2014-06-02,SL12,ASY,2014
B,2511.6775,F,G,115,117,52,95,23.8,2014-06-03,MC10,ASY,2014
B,2511.67751,F,G,113,116,54,91,23.1,2014-06-03,SL56,ASY,2014
B,2511.67752,M,G,119,123,54,96,20.8,2014-06-03,SL35,AHY,2014
B,2511.67753,M,G,115,116,52,92,20.4,2014-06-03,SL56,AHY,2014
B,2511.67754,F,G,109,111,54,90,23,2014-06-03,SL39,ASY,2014
B,2511.67755,F,I,115,116,53,91,23.2,2014-06-03,SL38,AHY,2014
B,2511.67757,M,G,116,117,55,93,22.5,2014-06-03,SL52,AHY,2014
B,2511.67758,F,B,115,116,54,94,21.3,2014-06-03,SL41,ASY,2014
B,2511.67759,M,G,116,117,53,92,22.1,2014-06-03,SL39,AHY,2014
B,2511.6776,F,G,112,115,53,87,24.8,2014-06-05,SL54,ASY,2014
B,2511.67761,M,G,116,119,53,92,22.2,2014-06-05,SL61,AHY,2014
B,2511.67762,F,G,117,117,59,93,20.4,2014-06-05,SL64,ASY,2014
B,2511.67763,F,G,113,117,56,94,21,2014-06-06,SL31,ASY,2014
B,2511.67764,M,G,121,125,62,104,21,2014-06-06,SL31,AHY,2014
B,2511.67765,F,G,116,118,51,91,20.7,2014-06-06,SL40,ASY,2014
B,2511.67766,F,G,113,115,54,93,20.7,2014-06-06,SL67,ASY,2014
B,2511.67767,M,G,116,117,58,95,19.3,2014-06-06,SL67,AHY,2014
B,2511.67768,F,B,106,108,51,88,19.1,2014-06-07,SL26,ASY,2014
B,2511.67769,F,G,116,117,54,93,21.9,2014-06-10,SL45,ASY,2014
B,2511.6777,M,G,120,122,55,95,22.7,2014-06-10,SL44,AHY,2014
B,2511.67771,M,G,120,122,55,95,20.5,2014-06-10,SL57,AHY,2014
B,2511.67772,M,G,118,120,52,99,23,2014-06-10,SL62,AHY,2014
B,2511.67773,M,G,120,122,56,96,22.3,2014-06-10,SL54,AHY,2014
B,2511.67774,F,G,114,116,55,91,21.7,2014-06-10,SL71,ASY,2014
B,2511.67775,M,G,123,125,56,98,20.9,2014-06-10,SL71,AHY,2014
B,2511.67776,M,G,116,118,54,94,21.7,2014-06-10,SL70,AHY,2014
B,2511.67777,M,G,122,124,60,97,22.4,2014-06-10,SL11,AHY,2014
B,2511.67778,M,G,112,116,58,91,20.9,2014-06-10,SL10,AHY,2014
B,2511.67779,F,G,113,115,54,94,20.8,2014-06-10,SL10,ASY,2014
B,2511.6778,M,G,119,123,52,98,21.5,2014-06-20,SL14,AHY,2014
B,2511.67781,F,G,108,110,50,87,22.5,2014-06-20,SL47,ASY,2014
B,2511.67783,F,I,115,118,55,91,22,2014-06-25,SL48,AHY,2014
R,2511.67861,F,I,114,116,55,91,20.2,2014-06-20,SL46,AHY,2014
R,2511.67938,F,B,114,115,51,91,21.1,2014-06-13,MC21,ASY,2014
R,2591.83479,F,G,115,116,56,91,22.3,2014-06-10,PT9K,ASY,2014
R,2591.83501,F,B,107,110,49,85,19,2014-06-20,SL51,ASY,2014
R,2591.83516,F,B,115,117,53,90,20,2014-06-20,SL13,ASY,2014
R,2591.85863,M,G,118,119,57,96,19.7,2014-06-13,PT15F,AHY,2014
R,2591.85865,M,G,115,116,57,94,20.2,2014-06-10,PT4G,AHY,2014
R,2591.85865,M,G,116,118,58,92,19.2,2014-06-11,PT4G,AHY,2014
B,5211.67756,F,G,113,114,54,90,20.1,2014-06-03,SL42,ASY,2014
